Tissue	Module	Id	Symbol	is.hub
Metabolite	M48	X12129	beta-hydroxyisovalerate	no
Metabolite	M48	X1284	threonine	no
Metabolite	M48	X1493	ornithine	no
Metabolite	M48	X1498	N6,N6,N6-trimethyllysine	no
Metabolite	M48	X15581	xylose	no
Metabolite	M48	X15677	3-methylhistidine	no
Metabolite	M48	X15705	cystathionine	no
Metabolite	M48	X1670	urea	no
Metabolite	M48	X18374	methionine sulfoxide	no
Metabolite	M48	X22137	homoarginine	no
Metabolite	M48	X32390	N-acetyltyrosine	no
Metabolite	M48	X33364	gamma-glutamylthreonine	no
Metabolite	M48	X33946	N-acetylhistidine	no
Metabolite	M48	X33953	N-acetylarginine	no
Metabolite	M48	X33959	N-acetyltryptophan	no
Metabolite	M48	X35428	tiglylcarnitine (C5:1-DC)	no
Metabolite	M48	X35433	beta-hydroxyisovaleroylcarnitine	no
Metabolite	M48	X35651	ectoine	no
Metabolite	M48	X36747	deoxycarnitine	no
Metabolite	M48	X37092	gamma-glutamyl-2-aminobutyrate	no
Metabolite	M48	X37432	N-acetyl-beta-alanine	no
Metabolite	M48	X42374	2-aminobutyrate	no
Metabolite	M48	X43255	N-acetyl-1-methylhistidine*	no
Metabolite	M48	X43256	N-acetyl-3-methylhistidine*	no
Metabolite	M48	X46146	4-methylcatechol sulfate	no
Metabolite	M48	X46646	X - 13835	no
Metabolite	M48	X46997	X - 12822	no
Metabolite	M48	X48418	4-methylguaiacol sulfate	no
Metabolite	M48	X48434	N-acetylcitrulline	no
Metabolite	M48	X49466	X - 23590	no
Metabolite	M48	X52909	X - 24588	no
Metabolite	M48	X55072	2-oxoarginine*	no
Metabolite	M48	X57461	argininate*	yes
Metabolite	M48	X575	arabinose	no
Metabolite	M48	X57747	3-methylglutaconate	no
Metabolite	M48	X605	uracil	no
Metabolite	M48	X62946	1-methyl-5-imidazoleacetate	no
Metabolite	M48	X62950	2S,3R-dihydroxybutyrate	no
Metabolite	M48	X62959	hydroxy-N6,N6,N6-trimethyllysine*	no
Metabolite	M48	X63109	2R,3R-dihydroxybutyrate	no
Metabolite	M49	X15685	5-hydroxylysine	no
Metabolite	M49	X15720	N-acetylglutamate	no
Metabolite	M49	X35127	pro-hydroxy-pro	yes
Metabolite	M49	X36752	N6-acetyllysine	no
Metabolite	M49	X40008	isoleucylglycine	no
Metabolite	M49	X40475	valylglycine	no
Metabolite	M49	X40703	prolylglycine	no
Metabolite	M49	X40730	imidazole propionate	no
Metabolite	M49	X47301	X - 18887	no
Metabolite	M49	X55	beta-alanine	no
Metabolite	M5	X1105	linoleate (18:2n6)	no
Metabolite	M5	X1110	arachidonate (20:4n6)	no
Metabolite	M5	X1118	arachidate (20:0)	no
Metabolite	M5	X1121	margarate (17:0)	no
Metabolite	M5	X1336	palmitate (16:0)	yes
Metabolite	M5	X1356	nonadecanoate (19:0)	no
Metabolite	M5	X1358	stearate (18:0)	no
Metabolite	M5	X1361	pentadecanoate (15:0)	no
Metabolite	M5	X1365	myristate (14:0)	no
Metabolite	M5	X1419	5-methylthioadenosine (MTA)	no
Metabolite	M5	X1437	succinate	no
Metabolite	M5	X1496	methylmalonate (MMA)	no
Metabolite	M5	X1508	pantothenate	no
Metabolite	M5	X15122	glycerol	no
Metabolite	M5	X1516	sarcosine	no
Metabolite	M5	X15443	glucuronate	no
Metabolite	M5	X1552	erucate (22:1n9)	no
Metabolite	M5	X15730	suberate (C8-DC)	no
Metabolite	M5	X15778	benzoate	no
Metabolite	M5	X1584	methyl indole-3-acetate	no
Metabolite	M5	X1600	phosphoethanolamine	no
Metabolite	M5	X1642	caprate (10:0)	no
Metabolite	M5	X1645	laurate (12:0)	no
Metabolite	M5	X1648	serine	no
Metabolite	M5	X1651	pyridoxal	no
Metabolite	M5	X17747	sphingosine	no
Metabolite	M5	X17769	sphinganine	no
Metabolite	M5	X17805	dihomo-linoleate (20:2n6)	yes
Metabolite	M5	X17945	2-hydroxystearate	no
Metabolite	M5	X18362	azelate (C9-DC)	no
Metabolite	M5	X18467	eicosapentaenoate (EPA; 20:5n3)	no
Metabolite	M5	X19266	2-arachidonoylglycerol (20:4)	no
Metabolite	M5	X19324	1-stearoyl-GPI (18:0)	no
Metabolite	M5	X20675	1,5-anhydroglucitol (1,5-AG)	no
Metabolite	M5	X21025	iminodiacetate (IDA)	no
Metabolite	M5	X21151	saccharin	no
Metabolite	M5	X21184	1-oleoylglycerol (18:1)	no
Metabolite	M5	X21232	2-oleoylglycerol (18:1)	no
Metabolite	M5	X22001	3-hydroxyoctanoate	no
Metabolite	M5	X22036	2-hydroxyoctanoate	no
Metabolite	M5	X22053	3-hydroxydecanoate	no
Metabolite	M5	X22163	EDTA	no
Metabolite	M5	X22176	cysteine s-sulfate	no
Metabolite	M5	X22185	N-acetylaspartate (NAA)	no
Metabolite	M5	X2342	serotonin	no
Metabolite	M5	X27447	1-linoleoylglycerol (18:2)	no
Metabolite	M5	X27513	indoleacetate	no
Metabolite	M5	X27710	N-acetylglycine	no
Metabolite	M5	X31555	pyridoxate	no
Metabolite	M5	X31928	2-methylbutyrylglycine	no
Metabolite	M5	X31943	3-hydroxysebacate	yes
Metabolite	M5	X32198	acetylcarnitine (C2)	no
Metabolite	M5	X32328	hexanoylcarnitine (C6)	no
Metabolite	M5	X32388	dodecanedioate (C12-DC)	no
Metabolite	M5	X32398	sebacate (C10-DC)	no
Metabolite	M5	X32415	docosadienoate (22:2n6)	no
Metabolite	M5	X32417	docosatrienoate (22:3n3)	no
Metabolite	M5	X32418	myristoleate (14:1n5)	no
Metabolite	M5	X32426	I-urobilinogen	no
Metabolite	M5	X32457	3-hydroxylaurate	no
Metabolite	M5	X32462	N-linoleoylglycine	no
Metabolite	M5	X32492	caprylate (8:0)	no
Metabolite	M5	X32497	10-undecenoate (11:1n1)	no
Metabolite	M5	X32504	docosapentaenoate (n3 DPA; 22:5n3)	no
Metabolite	M5	X32506	2-linoleoylglycerol (18:2)	no
Metabolite	M5	X32553	phenol sulfate	no
Metabolite	M5	X32578	X - 11261	no
Metabolite	M5	X32980	adrenate (22:4n6)	no
Metabolite	M5	X32984	N-alpha-acetylornithine	no
Metabolite	M5	X33443	valerate (5:0)	no
Metabolite	M5	X33447	palmitoleate (16:1n7)	no
Metabolite	M5	X33587	eicosenoate (20:1)	no
Metabolite	M5	X33936	octanoylcarnitine (C8)	no
Metabolite	M5	X33941	decanoylcarnitine (C10)	no
Metabolite	M5	X33949	gamma-glutamylglycine	no
Metabolite	M5	X33952	myristoylcarnitine (C14)	no
Metabolite	M5	X33963	acetoacetate	no
Metabolite	M5	X33968	5-dodecenoate (12:1n7)	yes
Metabolite	M5	X33969	stearidonate (18:4n3)	no
Metabolite	M5	X33971	10-heptadecenoate (17:1n7)	no
Metabolite	M5	X33972	10-nonadecenoate (19:1n9)	yes
Metabolite	M5	X34035	linolenate [alpha or gamma; (18:3n3 or 6)]	no
Metabolite	M5	X34214	1-arachidonoyl-GPI (20:4)*	no
Metabolite	M5	X34393	1-linolenoylglycerol (18:3)	no
Metabolite	M5	X34396	choline phosphate	no
Metabolite	M5	X34397	1-arachidonylglycerol (20:4)	no
Metabolite	M5	X34409	stearoylcarnitine (C18)	no
Metabolite	M5	X34437	1-stearoyl-GPG (18:0)	no
Metabolite	M5	X34445	sphingosine 1-phosphate	no
Metabolite	M5	X34534	laurylcarnitine (C12)	no
Metabolite	M5	X35153	1-docosahexaenoylglycerol (22:6)	no
Metabolite	M5	X35160	oleoylcarnitine (C18:1)	no
Metabolite	M5	X35305	1-palmitoyl-GPI (16:0)	no
Metabolite	M5	X35322	hydroquinone sulfate	no
Metabolite	M5	X35436	hexanoylglycine	no
Metabolite	M5	X35527	4-hydroxyhippurate	no
Metabolite	M5	X35669	tetradecanedioate (C14-DC)	no
Metabolite	M5	X35675	2-hydroxypalmitate	no
Metabolite	M5	X35678	hexadecanedioate (C16-DC)	no
Metabolite	M5	X35718	dihomo-linolenate (20:3n3 or n6)	no
Metabolite	M5	X36594	1-linoleoyl-GPI (18:2)*	no
Metabolite	M5	X36602	1-oleoyl-GPI (18:1)	no
Metabolite	M5	X36754	octadecanedioate (C18-DC)	no
Metabolite	M5	X36776	7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)	no
Metabolite	M5	X37073	alpha-hydroxycaproate	no
Metabolite	M5	X37478	docosapentaenoate (n6 DPA; 22:5n6)	no
Metabolite	M5	X37536	12-HETE	no
Metabolite	M5	X37752	13-HODE + 9-HODE	no
Metabolite	M5	X38102	oleoyl ethanolamide	no
Metabolite	M5	X38165	palmitoyl ethanolamide	no
Metabolite	M5	X38178	cis-4-decenoylcarnitine (C10:1)	no
Metabolite	M5	X38271	pristanate	no
Metabolite	M5	X38293	(12 or 13)-methylmyristate (a15:0 or i15:0)	no
Metabolite	M5	X38296	(16 or 17)-methylstearate (a19:0 or i19:0)	no
Metabolite	M5	X38395	12,13-DiHOME	no
Metabolite	M5	X38399	9,10-DiHOME	no
Metabolite	M5	X38768	(14 or 15)-methylpalmitate (a17:0 or i17:0)	no
Metabolite	M5	X39609	16-hydroxypalmitate	no
Metabolite	M5	X39730	N-stearoyltaurine	no
Metabolite	M5	X39732	N-oleoyltaurine	no
Metabolite	M5	X39831	eicosanedioate (C20-DC)	no
Metabolite	M5	X39837	docosadioate (C22-DC)	no
Metabolite	M5	X40007	carboxyethyl-GABA	no
Metabolite	M5	X42087	indoleacetylglutamine	no
Metabolite	M5	X42092	N-palmitoylglycine	no
Metabolite	M5	X42381	gamma-CEHC glucuronide*	no
Metabolite	M5	X42489	2-hydroxydecanoate	no
Metabolite	M5	X43264	(R)-3-hydroxybutyrylcarnitine	no
Metabolite	M5	X43343	2-aminooctanoate	no
Metabolite	M5	X43507	3b-hydroxy-5-cholenoic acid	no
Metabolite	M5	X43549	N-formylanthranilic acid	no
Metabolite	M5	X43592	4-methylbenzenesulfonate	no
Metabolite	M5	X43761	2-aminoheptanoate	no
Metabolite	M5	X43847	glycerol 3-phosphate	no
Metabolite	M5	X44664	glutarylcarnitine (C5-DC)	no
Metabolite	M5	X44675	docosahexaenoate (DHA; 22:6n3)	no
Metabolite	M5	X44681	palmitoylcarnitine (C16)	no
Metabolite	M5	X44688	maltotriose	no
Metabolite	M5	X44876	gamma-CEHC	no
Metabolite	M5	X45968	1-oleoyl-GPG (18:1)*	no
Metabolite	M5	X45970	1-palmitoyl-GPG (16:0)*	no
Metabolite	M5	X46223	linoleoylcarnitine (C18:2)*	no
Metabolite	M5	X46266	X - 15486	no
Metabolite	M5	X46359	X - 21315	no
Metabolite	M5	X46363	X - 21319	no
Metabolite	M5	X46384	X - 21339	no
Metabolite	M5	X46390	X - 11308	no
Metabolite	M5	X46398	X - 21353	no
Metabolite	M5	X46488	X - 11847	no
Metabolite	M5	X46521	X - 11852	no
Metabolite	M5	X46590	X - 07765	no
Metabolite	M5	X46594	X - 11372	no
Metabolite	M5	X46595	X - 11378	no
Metabolite	M5	X46602	X - 11478	no
Metabolite	M5	X46607	X - 11849	no
Metabolite	M5	X46608	X - 11880	no
Metabolite	M5	X46639	X - 12851	no
Metabolite	M5	X46640	X - 15469	no
Metabolite	M5	X46657	X - 14939	no
Metabolite	M5	X46658	X - 15220	no
Metabolite	M5	X46673	X - 16576	no
Metabolite	M5	X46674	X - 21607	no
Metabolite	M5	X46681	X - 16935	no
Metabolite	M5	X46683	X - 16944	no
Metabolite	M5	X46687	X - 18779	no
Metabolite	M5	X46695	X - 18913	no
Metabolite	M5	X46700	X - 18922	no
Metabolite	M5	X46701	X - 19141	no
Metabolite	M5	X46705	X - 17438	no
Metabolite	M5	X46707	X - 17653	no
Metabolite	M5	X46709	X - 17654	no
Metabolite	M5	X46798	oleoyl-linoleoyl-glycerol (18:1/18:2) [1]	no
Metabolite	M5	X46799	oleoyl-linoleoyl-glycerol (18:1/18:2) [2]	no
Metabolite	M5	X46905	X - 21736	no
Metabolite	M5	X46960	sulfate*	no
Metabolite	M5	X46985	X - 12193	no
Metabolite	M5	X47006	X - 21829	no
Metabolite	M5	X47013	X - 16570	no
Metabolite	M5	X47014	X - 12839	no
Metabolite	M5	X47120	9-hydroxystearate	no
Metabolite	M5	X47203	X - 13007	no
Metabolite	M5	X47204	X - 14904	no
Metabolite	M5	X47390	X - 12015	no
Metabolite	M5	X47642	X - 12101	no
Metabolite	M5	X47670	X - 18899	no
Metabolite	M5	X47671	X - 18921	no
Metabolite	M5	X47773	X - 22509	no
Metabolite	M5	X47783	X - 22519	no
Metabolite	M5	X47788	X - 13431	no
Metabolite	M5	X47802	X - 16397	no
Metabolite	M5	X47804	X - 16580	no
Metabolite	M5	X47820	X - 17335	no
Metabolite	M5	X47824	X - 17346	no
Metabolite	M5	X47955	X - 12906	no
Metabolite	M5	X47988	X - 16087	no
Metabolite	M5	X47993	X - 17010	no
Metabolite	M5	X48047	X - 18886	no
Metabolite	M5	X48048	X - 18888	no
Metabolite	M5	X48081	X - 22776	no
Metabolite	M5	X48182	myristoleoylcarnitine (C14:1)*	no
Metabolite	M5	X48341	1-dihomo-linolenylglycerol (20:3)	no
Metabolite	M5	X48429	methyl-4-hydroxybenzoate sulfate	no
Metabolite	M5	X48433	N-formylphenylalanine	no
Metabolite	M5	X48441	4-hydroxychlorothalonil	no
Metabolite	M5	X48460	propyl 4-hydroxybenzoate sulfate	no
Metabolite	M5	X48569	acesulfame	no
Metabolite	M5	X48972	X - 23276	no
Metabolite	M5	X49512	X - 23636	no
Metabolite	M5	X49542	X - 23665	no
Metabolite	M5	X49555	X - 23678	no
Metabolite	M5	X49557	X - 23680	no
Metabolite	M5	X49681	X - 23782	no
Metabolite	M5	X52285	oleate/vaccenate (18:1)	yes
Metabolite	M5	X52431	1-palmitoleoylglycerol (16:1)*	no
Metabolite	M5	X52501	X - 24306	no
Metabolite	M5	X52502	X - 24307	no
Metabolite	M5	X52524	X - 24328	no
Metabolite	M5	X52605	sphinganine-1-phosphate	no
Metabolite	M5	X52608	linoleoyl ethanolamide	no
Metabolite	M5	X52634	palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*	no
Metabolite	M5	X52665	X - 24435	no
Metabolite	M5	X52690	1-linoleoyl-GPA (18:2)*	no
Metabolite	M5	X52747	phenol glucuronide	no
Metabolite	M5	X52779	X - 24462	no
Metabolite	M5	X52813	X - 24494	no
Metabolite	M5	X52877	X - 24556	no
Metabolite	M5	X52916	2-hydroxylaurate	no
Metabolite	M5	X52929	3,4-methyleneheptanoylcarnitine	no
Metabolite	M5	X52938	3-hydroxystearate	no
Metabolite	M5	X52944	palmitoylcholine	no
Metabolite	M5	X52984	(S)-3-hydroxybutyrylcarnitine	no
Metabolite	M5	X53026	3,4-methyleneheptanoate	no
Metabolite	M5	X53223	palmitoleoylcarnitine (C16:1)*	no
Metabolite	M5	X53224	pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)	no
Metabolite	M5	X53229	2-methylserine	no
Metabolite	M5	X53230	3-hydroxyhexanoate	no
Metabolite	M5	X53258	eicosapentaenoylcholine	no
Metabolite	M5	X53260	oleoylcholine	no
Metabolite	M5	X53261	arachidonoylcholine	no
Metabolite	M5	X53262	dihomo-linolenoyl-choline	no
Metabolite	M5	X53263	docosahexaenoylcholine	no
Metabolite	M5	X53267	X - 24748	no
Metabolite	M5	X542	3-hydroxybutyrate (BHBA)	no
Metabolite	M5	X54805	3beta-hydroxy-5-cholestenoate	no
Metabolite	M5	X54885	1-linoleoyl-GPG (18:2)*	no
Metabolite	M5	X54907	hexanoylglutamine	no
Metabolite	M5	X54910	vanillactate	no
Metabolite	M5	X54955	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*	no
Metabolite	M5	X54956	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*	no
Metabolite	M5	X54960	oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*	no
Metabolite	M5	X54961	oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*	no
Metabolite	M5	X54967	palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*	no
Metabolite	M5	X54968	linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*	no
Metabolite	M5	X54969	linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*	no
Metabolite	M5	X57373	palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [1]*	no
Metabolite	M5	X57426	sphingadienine	no
Metabolite	M5	X57463	linoleoylcholine*	no
Metabolite	M5	X57464	stearoylcholine*	no
Metabolite	M5	X57467	docosatrienoate (22:3n6)*	no
Metabolite	M5	X57511	linolenoylcarnitine (C18:3)*	no
Metabolite	M5	X57512	margaroylcarnitine (C17)*	no
Metabolite	M5	X57513	arachidoylcarnitine (C20)*	no
Metabolite	M5	X57515	lignoceroylcarnitine (C24)*	no
Metabolite	M5	X57516	cerotoylcarnitine (C26)*	no
Metabolite	M5	X57517	ximenoylcarnitine (C26:1)*	no
Metabolite	M5	X57518	arachidonoylcarnitine (C20:4)	no
Metabolite	M5	X57519	eicosenoylcarnitine (C20:1)*	no
Metabolite	M5	X57520	dihomo-linoleoylcarnitine (C20:2)*	no
Metabolite	M5	X57521	dihomo-linolenoylcarnitine (C20:3n3 or 6)*	no
Metabolite	M5	X57564	perfluorooctanesulfonate (PFOS)	no
Metabolite	M5	X57652	hexadecadienoate (16:2n6)	no
Metabolite	M5	X57664	N-oleoylserine	no
Metabolite	M5	X57699	cortolone glucuronide (1)	no
Metabolite	M5	X57716	X - 24949	no
Metabolite	M5	X57718	X - 24951	no
Metabolite	M5	X57720	X - 24953	no
Metabolite	M5	X57754	X - 24970	no
Metabolite	M5	X57776	N-oxalyl glycine (NOG)	no
Metabolite	M5	X58	glycine	no
Metabolite	M5	X598	phytanate	no
Metabolite	M5	X607	trans-urocanate	no
Metabolite	M5	X6146	2-aminoadipate	no
Metabolite	M5	X61698	2-hydroxynervonate*	no
Metabolite	M5	X61700	2-hydroxyarachidate*	no
Metabolite	M5	X61702	2-hydroxyphytanate*	no
Metabolite	M5	X61769	5-dodecenoylcarnitine (C12:1)	no
Metabolite	M5	X61775	nonanoylcarnitine (C9)	no
Metabolite	M5	X61785	butenoylglycine	no
Metabolite	M5	X61798	trans-2-hexenoylglycine	no
Metabolite	M5	X61836	THC carboxylic acid	no
Metabolite	M5	X61840	3-hydroxyoleoylcarnitine	no
Metabolite	M5	X61843	3-hydroxyoleate*	no
Metabolite	M5	X61848	THC carboxylic acid glucuronide	no
Metabolite	M5	X61860	octadecadienedioate (C18:2-DC)*	no
Metabolite	M5	X61861	octadecenedioate (C18:1-DC)*	no
Metabolite	M5	X61862	hexadecenedioate (C16:1-DC)*	no
Metabolite	M5	X61864	dodecenedioate (C12:1-DC)*	no
Metabolite	M5	X61865	octadecenedioylcarnitine (C18:1-DC)*	no
Metabolite	M5	X61866	heptenedioate (C7:1-DC)*	no
Metabolite	M5	X61867	octadecanedioylcarnitine (C18-DC)*	no
Metabolite	M5	X61871	3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**	no
Metabolite	M5	X62059	N-acetyl-2-aminooctanoate*	no
Metabolite	M5	X62064	3-hydroxybutyroylglycine**	no
Metabolite	M5	X62069	3-hydroxyadipate*	no
Metabolite	M5	X62071	perfluorooctanoate (PFOA)	no
Metabolite	M5	X62145	glycine conjugate of C10H12O2*	no
Metabolite	M5	X62146	glycine conjugate of C10H14O2 (1)*	no
Metabolite	M5	X62151	X - 25172	no
Metabolite	M5	X62276	dodecadienoate (12:2)*	no
Metabolite	M5	X62279	indoleacetoylcarnitine*	no
Metabolite	M5	X62286	delta-CEHC glucuronide	no
Metabolite	M5	X62287	delta-CEHC	no
Metabolite	M5	X62496	X - 25267	no
Metabolite	M5	X62557	3-hydroxyhexanoylcarnitine (1)	no
Metabolite	M5	X62735	4-methylhexanoylglutamine	no
Metabolite	M5	X62850	tetradecadienoate (14:2)*	no
Metabolite	M5	X62873	cis-4-decenoate (10:1n6)*	no
Metabolite	M5	X62915	3-hydroxydodecanedioate*	no
Metabolite	M5	X62918	tetradecadienedioate (C14:2-DC)*	no
Metabolite	M5	X62919	tridecenedioate (C13:1-DC)*	no
Metabolite	M5	X62923	eicosenedioate (C20:1-DC)*	no
Metabolite	M5	X63061	pantoate	no
Metabolite	M5	X63120	2-ketocaprylate	no
Metabolite	M5	X63332	X - 25656	no
Metabolite	M5	X63357	2-hydroxysebacate	yes
Metabolite	M5	X63358	3-hydroxydecanoylcarnitine	no
Metabolite	M5	X63361	3-decenoylcarnitine	no
Metabolite	M5	X63436	(2 or 3)-decenoate (10:1n7 or n8)	no
Metabolite	M5	X63589	3,5-dichloro-2,6-dihydroxybenzoic acid	no
Metabolite	M5	X63597	4-allylcatechol sulfate	no
Metabolite	M5	X63612	4-methylnonanoylcarnitine	no
Metabolite	M5	X63613	undecenoylcarnitine (C11:1)	no
Metabolite	M5	X63615	branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)*	no
Metabolite	M5	X63616	branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (2)*	no
Metabolite	M5	X63617	branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (3)*	no
Metabolite	M5	X63650	carnitine of C10H14O2 (5)*	no
Metabolite	M5	X63657	glutamine conjugate of C6H10O2 (1)*	no
Metabolite	M5	X63658	glutamine conjugate of C7H12O2*	no
Metabolite	M5	X63660	glutamine conjugate of C6H10O2 (2)*	yes
Metabolite	M5	X63681	3-bromo-5-chloro-2,6-dihydroxybenzoic acid*	no
Metabolite	M5	X63683	branched-chain, straight-chain, or cyclopropyl 12:1 fatty acid*	no
Metabolite	M5	X63685	decadienedioic acid (C10:2-DC)**	no
Metabolite	M50	X32562	pregnenediol disulfate (C21H34O8S2)*	no
Metabolite	M50	X32827	andro steroid monosulfate C19H28O6S (1)*	no
Metabolite	M50	X37203	androstenediol (3beta,17beta) disulfate (2)	yes
Metabolite	M50	X38168	16a-hydroxy DHEA 3-sulfate	no
Metabolite	M50	X46486	X - 21441	no
Metabolite	M50	X46515	X - 21470	no
Metabolite	M50	X47112	etiocholanolone glucuronide	no
Metabolite	M50	X49688	X - 23787	no
Metabolite	M50	X52865	X - 24544	no
Metabolite	M50	X52867	X - 24546	no
Metabolite	M50	X62793	tetrahydrocortisol sulfate (1)	no
Metabolite	M50	X62921	pregnenetriol disulfate*	no
Metabolite	M50	X62922	pregnenetriol sulfate*	no
Metabolite	M51	X1712	cortisol	no
Metabolite	M51	X1769	cortisone	no
Metabolite	M51	X32425	dehydroepiandrosterone sulfate (DHEA-S)	no
Metabolite	M51	X32619	pregnenediol sulfate (C21H34O5S)*	yes
Metabolite	M51	X37207	androstenediol (3alpha, 17alpha) monosulfate (2)	no
Metabolite	M51	X37209	androstenediol (3alpha, 17alpha) monosulfate (3)	no
Metabolite	M51	X37482	17alpha-hydroxypregnenolone 3-sulfate	no
Metabolite	M51	X38170	pregnenolone sulfate	no
Metabolite	M51	X46115	21-hydroxypregnenolone disulfate	no
Metabolite	M51	X46409	X - 21364	no
Metabolite	M51	X46601	X - 11470	no
Metabolite	M51	X47028	X - 21851	no
Metabolite	M51	X47132	5alpha-androstan-3alpha,17beta-diol 17-glucuronide	no
Metabolite	M51	X48009	X - 17357	no
Metabolite	M51	X61846	androsterone glucuronide	no
Metabolite	M51	X63699	GlcNAc sulfate conjugate of C21H34O2 steroid**	no
Metabolite	M54	X40406	trimethylamine N-oxide	no
Metabolite	M54	X46417	X - 13866	no
Metabolite	M54	X46666	X - 15728	no
Metabolite	M54	X46690	X - 18901	yes
Metabolite	M54	X47011	X - 21834	no
Metabolite	M54	X47818	X - 17328	no
Metabolite	M54	X48715	eugenol sulfate	no
Metabolite	M54	X49463	X - 23587	no
Metabolite	M54	X49592	X - 11315	no
Metabolite	M54	X514	cytidine	no
Metabolite	M54	X62277	hydroxy-CMPF*	no
Metabolite	M54	X62714	X - 25417	no
Metabolite	M54	X62716	X - 25419	no
Metabolite	M54	X63592	X - 25810	yes
Metabolite	M55	X1125	isoleucine	no
Metabolite	M55	X15676	3-methyl-2-oxovalerate	no
Metabolite	M55	X1649	valine	no
Metabolite	M55	X18369	gamma-glutamylleucine	yes
Metabolite	M55	X22116	4-methyl-2-oxopentanoate	no
Metabolite	M55	X22132	alpha-hydroxyisocaproate	no
Metabolite	M55	X33422	gamma-glutamylphenylalanine	no
Metabolite	M55	X33947	gamma-glutamyltryptophan	no
Metabolite	M55	X34456	gamma-glutamylisoleucine*	no
Metabolite	M55	X37097	tryptophan betaine	no
Metabolite	M55	X40473	hydantoin-5-propionate	no
Metabolite	M55	X43231	6-oxopiperidine-2-carboxylate	no
Metabolite	M55	X43493	formiminoglutamate	no
Metabolite	M55	X43829	gamma-glutamylvaline	no
Metabolite	M55	X44526	3-methyl-2-oxobutyrate	no
Metabolite	M55	X4968	alpha-ketobutyrate	no
Metabolite	M55	X5086	dimethylglycine	no
Metabolite	M55	X52530	X - 24334	no
Metabolite	M55	X60	leucine	no
Metabolite	M56	X1301	lysine	no
Metabolite	M56	X1302	methionine	no
Metabolite	M56	X1638	arginine	no
Metabolite	M56	X18245	gamma-glutamylhistidine	no
Metabolite	M56	X2132	citrulline	no
Metabolite	M56	X2730	gamma-glutamylglutamine	no
Metabolite	M56	X33934	gamma-glutamyl-epsilon-lysine	no
Metabolite	M56	X35133	N2-methylguanosine	no
Metabolite	M56	X42002	lanthionine	no
Metabolite	M56	X42109	phosphate	no
Metabolite	M56	X44872	gamma-glutamylmethionine	no
Metabolite	M56	X47342	X - 18345	no
Metabolite	M56	X49637	X - 23739	no
Metabolite	M56	X512	asparagine	no
Metabolite	M56	X53	glutamine	no
Metabolite	M56	X55015	gamma-glutamyl-alpha-lysine	no
Metabolite	M56	X59	histidine	no
Metabolite	M56	X62104	gamma-glutamylcitrulline*	no
Metabolite	M56	X62963	X - 25519	no
Metabolite	M57	X1299	tyrosine	no
Metabolite	M57	X18349	indolelactate	no
Metabolite	M57	X22130	phenyllactate (PLA)	no
Metabolite	M57	X2734	gamma-glutamyltyrosine	no
Metabolite	M57	X32197	3-(4-hydroxyphenyl)lactate	no
Metabolite	M57	X46227	fructosyllysine	no
Metabolite	M57	X47800	X - 15666	no
Metabolite	M57	X52906	X - 24585	no
Metabolite	M57	X54	tryptophan	no
Metabolite	M57	X566	phenylpyruvate	no
Metabolite	M57	X62503	6-bromotryptophan	no
Metabolite	M57	X62863	3-formylindole	no
Metabolite	M57	X63583	3-indoleglyoxylic acid	no
Metabolite	M57	X64	phenylalanine	no
Metabolite	M6	X1126	alanine	no
Metabolite	M6	X1505	orotate	no
Metabolite	M6	X15336	tartarate	no
Metabolite	M6	X1572	glycerate	no
Metabolite	M6	X18254	paraxanthine	no
Metabolite	M6	X18335	quinate	no
Metabolite	M6	X18392	theobromine	no
Metabolite	M6	X18394	theophylline	no
Metabolite	M6	X1898	proline	no
Metabolite	M6	X20676	maleate	no
Metabolite	M6	X20693	tartronate (hydroxymalonate)	no
Metabolite	M6	X20694	oxalate (ethanedioate)	no
Metabolite	M6	X20699	erythritol	no
Metabolite	M6	X21049	1,6-anhydroglucose	no
Metabolite	M6	X21132	2,3-dihydroxypyridine	no
Metabolite	M6	X2125	taurine	no
Metabolite	M6	X22158	citramalate	no
Metabolite	M6	X27738	threonate	no
Metabolite	M6	X31536	N-(2-furoyl)glycine	no
Metabolite	M6	X32391	1,3-dimethylurate	no
Metabolite	M6	X32401	trigonelline (N'-methylnicotinate)	no
Metabolite	M6	X32445	3-methylxanthine	no
Metabolite	M6	X34389	1-methylxanthine	no
Metabolite	M6	X34390	7-methylxanthine	no
Metabolite	M6	X34395	1-methylurate	no
Metabolite	M6	X34400	1,7-dimethylurate	no
